movie,year,view rating,genre,IMDb rating,metascore,posters
Along Came a Spider,2001,14A,"Drama, Thriller            ",6.3,42,"https://m.media-amazon.com/images/M/MV5BOTVlY2VhMWEtYmRlOC00YWVhLWEzMDktZWJlYzNiMWJmZTIwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
Siu Lam juk kau,2001,PG,"Action, Comedy, Fantasy            ",7.3,68,"https://m.media-amazon.com/images/M/MV5BZjdiYTBiMDUtNTg0Yy00N2NhLWIxZmEtMTEwNDNlYzRkMGY3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR5,0,67,98_AL_.jpg"
The Last Castle,2001,14A,"Action, Drama, Thriller            ",6.9,43,"https://m.media-amazon.com/images/M/MV5BMzZlMTllYjMtZmQ0NS00ZGJkLTg1ODItODM2MmViYjlmNzcyXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY98_CR0,0,67,98_AL_.jpg"
Bandits,2001,PG-13,"Comedy, Crime, Drama            ",6.5,60,"https://m.media-amazon.com/images/M/MV5BMTkyMzA3OTI3NV5BMl5BanBnXkFtZTYwMjU0ODM3._V1_UX67_CR0,0,67,98_AL_.jpg"
Joy Ride,2001,13+,"Mystery, Thriller            ",6.6,75,"https://m.media-amazon.com/images/M/MV5BMzQ2N2NlNWQtY2Q1Mi00ZTc3LWE5YmMtNGVjMjYxODRjOGZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Le pacte des loups,2001,14A,"Action, Adventure, Drama            ",7.1,57,"https://m.media-amazon.com/images/M/MV5BNTkxMjg5MDYtZDkyMS00NjFlLTk5YTItMWUyOTNkOTg4YmRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
Kiss of the Dragon,2001,R,"Action, Crime, Drama            ",6.6,58,"https://m.media-amazon.com/images/M/MV5BYzM0ZDIxNDYtZDJjMy00NTc5LWIyMTgtMzBhNGRiZTU0ZmRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Waking Life,2001,14A,"Animation, Drama, Fantasy            ",7.8,82,"https://m.media-amazon.com/images/M/MV5BMWM0ZjY5ZjctODNkZi00Nzk0LWE1ODUtNGM4ZDUyMzUwMGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
El espinazo del diablo,2001,R,"Drama, Horror            ",7.4,78,"https://m.media-amazon.com/images/M/MV5BZTI3MDcwZGItZDMwNS00ZDBjLWEwOGEtMWEyMWUxNDlkYzBjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
Save the Last Dance,2001,PG,"Drama, Music, Romance            ",6.2,53,"https://m.media-amazon.com/images/M/MV5BNjkzMjFkNmQtYTQ2Yy00NTRhLWE0ZGYtNjBmYTcyOTgxNGYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Animal,2001,PG,"Comedy, Sci-Fi            ",4.8,43,"https://m.media-amazon.com/images/M/MV5BMjE1OTExNTEzMV5BMl5BanBnXkFtZTYwNDQ3MDk2._V1_UX67_CR0,0,67,98_AL_.jpg"
Cats & Dogs,2001,G,"Action, Comedy, Family            ",5.2,47,"https://m.media-amazon.com/images/M/MV5BY2JmMDJlMmEtYTk4OS00YWQ5LTk2NzMtM2M3NzhkMjI4MGJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
America's Sweethearts,2001,PG,"Comedy, Romance            ",5.7,44,"https://m.media-amazon.com/images/M/MV5BYzNkY2E5MTgtYTE4NC00MjVhLWE5NzEtMjRjZjdiM2ZlOGU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Original Sin,2001,18A,"Drama, Mystery, Romance            ",6.0,33,"https://m.media-amazon.com/images/M/MV5BODg3Mjg0MDY4M15BMl5BanBnXkFtZTcwNjY5MDQ2NA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Majestic,2001,PG,"Drama, Romance            ",6.9,27,"https://m.media-amazon.com/images/M/MV5BOTI2NjkzMTkxM15BMl5BanBnXkFtZTYwMzM2MjA5._V1_UX67_CR0,0,67,98_AL_.jpg"
Session 9,2001,14A,"Horror, Mystery            ",6.5,58,"https://m.media-amazon.com/images/M/MV5BMWYyYzc4MTItOTdkOS00ZTIwLWE2N2MtZjA4N2YxMTI2NjViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
How High,2001,18A,"Comedy, Fantasy            ",6.3,29,"https://m.media-amazon.com/images/M/MV5BZWZlNWE3MjctMDJmYS00ZTAyLWFkYmEtMzllNjU0ZDY5ODA2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Pledge,2001,14A,"Crime, Drama, Mystery            ",6.8,71,"https://m.media-amazon.com/images/M/MV5BNTJjNTMyOGUtOTE2Ni00MGZhLWI5OGEtNWQ3MzQ2NGIzYTJiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY98_CR0,0,67,98_AL_.jpg"
Wet Hot American Summer,2001,PA,"Comedy, Romance            ",6.7,42,"https://m.media-amazon.com/images/M/MV5BZjdjYjlhNTctNDY0Yi00ZTM4LWE1MWItYWUzNmYwYWU0OTI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
La pianiste,2001,R,"Drama, Music            ",7.5,79,"https://m.media-amazon.com/images/M/MV5BZDBkYjYxYjUtMTdmMS00MDJhLWEyNzktYzg2OWY5NWY0Y2QyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY98_CR0,0,67,98_AL_.jpg"
Heartbreakers,2001,14A,"Comedy, Crime, Romance            ",6.2,47,"https://m.media-amazon.com/images/M/MV5BMTQ2NjE3NjQzOF5BMl5BanBnXkFtZTcwMDIwOTA0NA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
Koroshiya 1,2001,R,"Action, Comedy, Crime            ",7.1,55,"https://m.media-amazon.com/images/M/MV5BNDZmOWE3M2YtMDNkNC00YzFmLTljZTItNTk3NTlkODIxNGE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg"
Ghosts of Mars,2001,18A,"Action, Horror, Sci-Fi            ",4.9,35,"https://m.media-amazon.com/images/M/MV5BMGFlNzNmY2ItYmZjMi00ZjQ1LWJjMmMtODM5MWQ0NzI3NzBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR1,0,67,98_AL_.jpg"
Joe Dirt,2001,PG,"Adventure, Comedy, Drama            ",5.9,20,"https://m.media-amazon.com/images/M/MV5BMTE5NDgxNzU1MV5BMl5BanBnXkFtZTYwODQ4ODE3._V1_UX67_CR0,0,67,98_AL_.jpg"
15 Minutes,2001,14A,"Action, Crime, Drama            ",6.1,34,"https://m.media-amazon.com/images/M/MV5BMTI3MzQ1MzIwNl5BMl5BanBnXkFtZTYwMTAxODc5._V1_UY98_CR0,0,67,98_AL_.jpg"
Jason X,2001,18A,"Action, Horror, Sci-Fi            ",4.4,25,"https://m.media-amazon.com/images/M/MV5BYzc0MDllYjktYzFjZi00OTgwLWJmZWMtODlmMTVlODQyZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
The 51st State,2001,18A,"Action, Comedy, Crime            ",6.3,23,"https://m.media-amazon.com/images/M/MV5BMTg5NzU4NjEwNV5BMl5BanBnXkFtZTYwNTk4NzM3._V1_UY98_CR0,0,67,98_AL_.jpg"
Don't Say a Word,2001,14A,"Drama, Mystery, Thriller            ",6.3,38,"https://m.media-amazon.com/images/M/MV5BNzM1OThlODItMTI5NC00ZDE1LWE4MzQtOTJiNDQ5NDAxZTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Freddy Got Fingered,2001,18A,Comedy            ,4.5,13,"https://m.media-amazon.com/images/M/MV5BN2Q5YjBkZGEtMmJkZC00NzFkLTliZTYtNmQ2OTk1ODdiODdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
No Man's Land,2001,R,"Drama, War            ",8.0,84,"https://m.media-amazon.com/images/M/MV5BMGFkNjNmZWMtNDdiOS00ZWM3LWE1ZTMtZDU3MGQyMzIyNzZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
Life as a House,2001,14A,Drama            ,7.5,45,"https://m.media-amazon.com/images/M/MV5BMWVlYTVmZWYtYmVjZi00MDU3LWE2ZTYtMGE4NTAyM2RiNDFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
3000 Miles to Graceland,2001,14A,"Action, Comedy, Crime            ",5.9,21,"https://m.media-amazon.com/images/M/MV5BMTExMDA0NDAyOTReQTJeQWpwZ15BbWU2MDM4ODg3OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
Dr. Dolittle 2,2001,PG,"Comedy, Family, Fantasy            ",4.7,49,"https://m.media-amazon.com/images/M/MV5BYTZhMWZkYjgtNjE5MS00OWY4LWFmMWQtMDc4M2RlMjg4Y2NhXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX67_CR0,0,67,98_AL_.jpg"
Cowboy Bebop: Tengoku no tobira,2001,14A,"Animation, Action, Crime            ",7.9,61,"https://m.media-amazon.com/images/M/MV5BNTE5YTAyZDctNjFhYi00YmJhLTg4ZGUtNDk1OTE0ZTY4NTYwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
Rock Star,2001,14A,"Drama, Music            ",6.2,54,"https://m.media-amazon.com/images/M/MV5BMzAxNzNmMzMtYTU4Ni00Y2IxLTk4MGEtZGExNmFiMzBjN2MyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Driven,2001,PG,"Action, Drama, Sport            ",4.6,29,"https://m.media-amazon.com/images/M/MV5BMjA5MDk4NzI0NF5BMl5BanBnXkFtZTYwNjU0Nzc5._V1_UX67_CR0,0,67,98_AL_.jpg"
Saving Silverman,2001,18A,"Comedy, Crime, Romance            ",5.9,22,"https://m.media-amazon.com/images/M/MV5BYzhlY2MwZTUtOGMxNS00ZDA2LTliN2UtZDdmNmUyNWM2YzE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg"
The Curse of the Jade Scorpion,2001,PG,"Comedy, Crime, Mystery            ",6.8,52,"https://m.media-amazon.com/images/M/MV5BMzViMTNjNGUtMTQyNy00NTRhLWIzODEtYzJkM2YyNTg3YjMwXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
In the Bedroom,2001,14A,"Crime, Drama            ",7.4,86,"https://m.media-amazon.com/images/M/MV5BYzQ3ZjhlMWItNGRmNS00OWQzLWJhYjEtMjA3NWIxNmZhNTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Black Knight,2001,PG,"Adventure, Comedy, Fantasy            ",4.8,32,"https://m.media-amazon.com/images/M/MV5BZjcyZmUxMzEtZjdlZS00NTM5LWJjZTUtOTU5MzgyMTFjNjQyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Believer,2001,R,Drama            ,7.2,75,"https://m.media-amazon.com/images/M/MV5BYTg5NjRlY2EtOGE5ZC00NzlmLTg1Y2ItMTMyMTBkYjIyZDVmXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UY98_CR0,0,67,98_AL_.jpg"
Wasabi,2001,14A,"Action, Drama, Comedy            ",6.7,53,"https://m.media-amazon.com/images/M/MV5BZGQzMTllMTUtZjdlZS00NjEyLWIwNWItZDQzMWM0YzEyY2U1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY98_CR1,0,67,98_AL_.jpg"
Hearts in Atlantis,2001,PG-13,"Drama, Mystery            ",6.9,55,"https://m.media-amazon.com/images/M/MV5BNjFjNWNmYWUtZTFlMi00ZDcxLWJkY2MtNjMwYmM0OTc5OTM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Mean Machine,2001,14A,"Comedy, Crime, Drama            ",6.5,45,"https://m.media-amazon.com/images/M/MV5BN2ZjMzEwYjEtN2QzNi00MmY1LTk1OTQtZWZjZDg1NGVmMWRmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
Lucía y el sexo,2001,R,"Drama, Romance            ",7.2,65,"https://m.media-amazon.com/images/M/MV5BZGQ4NTdlYTktYzllOC00N2ViLWExNTUtMzU3ZjAyMGI2ZmVlXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY98_CR1,0,67,98_AL_.jpg"
Bully,2001,R,"Biography, Crime, Drama            ",7.0,45,"https://m.media-amazon.com/images/M/MV5BNGY2NjNkYjEtY2M5Ni00NzQwLTk1MjctYjEzOWFmNWE2NGZjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Captain Corelli's Mandolin,2001,14A,"Drama, Music, Romance            ",5.9,36,"https://m.media-amazon.com/images/M/MV5BMjEwMzE5ODcyMF5BMl5BanBnXkFtZTcwODQ1NjEyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg"
Heist,2001,14A,"Action, Crime, Drama            ",6.5,66,"https://m.media-amazon.com/images/M/MV5BZDBiNTNlZTMtZjlmNC00ZGI0LWI2YjctODA4MzNlYjEyNzQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Shipping News,2001,14A,Drama            ,6.8,47,"https://m.media-amazon.com/images/M/MV5BNWEwMmNiNjctNDY5ZC00NDIyLWFiZDctNDdlZGU5NjA0MzA2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Exit Wounds,2001,18A,"Action, Comedy, Crime            ",5.5,39,"https://m.media-amazon.com/images/M/MV5BMTMxNTQ5MjIwOF5BMl5BanBnXkFtZTYwNDMzODc3._V1_UX67_CR0,0,67,98_AL_.jpg"
Osmosis Jones,2001,PG,"Animation, Action, Adventure            ",6.3,57,"https://m.media-amazon.com/images/M/MV5BMTk5NTg2NzM0OV5BMl5BanBnXkFtZTYwNTk5Mjg5._V1_UX67_CR0,0,67,98_AL_.jpg"
Hedwig and the Angry Inch,2001,14A,"Comedy, Drama, Music            ",7.8,85,"https://m.media-amazon.com/images/M/MV5BZGY5NWUyNDUtZWJhZi00ZjMxLWFmMjMtYmJhZjVkZGZhNWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Glass House,2001,14A,"Crime, Drama, Mystery            ",5.8,34,"https://m.media-amazon.com/images/M/MV5BMTY3MzA4NzYyOF5BMl5BanBnXkFtZTYwNjk3Nzc5._V1_UX67_CR0,0,67,98_AL_.jpg"
Bubble Boy,2001,G,"Adventure, Comedy, Romance            ",5.6,41,"https://m.media-amazon.com/images/M/MV5BMTUwYjczNmItYzczNS00MDQwLTkxNDctN2MwYzI5YzhmNGU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Jimmy Neutron: Boy Genius,2001,G,"Animation, Action, Adventure            ",6.0,65,"https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
One Night at McCool's,2001,R,"Comedy, Crime            ",6.1,46,"https://m.media-amazon.com/images/M/MV5BZmE1OTg1ZmItNGMyOC00MzA5LTgyMWEtYmE0MzcwNjE3Y2MwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
Antitrust,2001,PG,"Action, Crime, Drama            ",6.1,31,"https://m.media-amazon.com/images/M/MV5BM2VjZjdiYzYtOGU1Yy00NWZmLWEyOTUtM2QzMDlkYmRlYmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Tailor of Panama,2001,14A,"Comedy, Drama, Thriller            ",6.2,66,"https://m.media-amazon.com/images/M/MV5BMTY2ODcxMDAyMV5BMl5BanBnXkFtZTYwNTEzNjc2._V1_UX67_CR0,0,67,98_AL_.jpg"
Hard Ball,2001,PG,"Drama, Sport            ",6.4,48,"https://m.media-amazon.com/images/M/MV5BMjY3Nzk0NzkxMF5BMl5BanBnXkFtZTgwMTYxNzYxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
Riding in Cars with Boys,2001,PG,"Biography, Comedy, Drama            ",6.5,43,"https://m.media-amazon.com/images/M/MV5BOGM5MzU5NTgtMmJjZC00Y2E2LThhZGQtMGE5YzUxZTgwZDdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Birthday Girl,2001,14,"Comedy, Crime, Thriller            ",6.1,51,"https://m.media-amazon.com/images/M/MV5BNmZhZTcxYTQtNzkxNy00MzlmLTg5NTMtNDU4NDVmNDIwMTBlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Domestic Disturbance,2001,14A,"Crime, Mystery, Thriller            ",5.6,29,"https://m.media-amazon.com/images/M/MV5BMmVkNDA5ZTYtMDUyMS00ZmU1LTllMTUtZjhkZjMxOGMxMjU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Valentine,2001,14A,"Horror, Mystery, Thriller            ",4.8,18,"https://m.media-amazon.com/images/M/MV5BZWQxM2JjNTktYWE4Ni00YmZiLWFlNDEtMWYzMmI4N2NhYjk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Crazy/Beautiful,2001,14A,"Drama, Romance            ",6.5,61,"https://m.media-amazon.com/images/M/MV5BMjE1NTYyMjI0MF5BMl5BanBnXkFtZTYwMTM4Mzc3._V1_UX67_CR0,0,67,98_AL_.jpg"
Buffalo Soldiers,2001,18A,"Comedy, Crime, Drama            ",6.8,56,"https://m.media-amazon.com/images/M/MV5BMTI1MDYxMTE3MV5BMl5BanBnXkFtZTYwMzc1NDk5._V1_UX67_CR0,0,67,98_AL_.jpg"
Crocodile Dundee in Los Angeles,2001,PG,"Adventure, Comedy, Crime            ",4.8,37,"https://m.media-amazon.com/images/M/MV5BMGVhYjA3NjAtOGIyZS00MmY0LThlZTEtMzAzZWQ2NzkwMjlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg"
Someone Like You...,2001,PG-13,"Comedy, Romance            ",6.1,32,"https://m.media-amazon.com/images/M/MV5BNWIwMGYzOGYtMDY2Yy00NDk5LWI5MTItMDI2YzExMzI4ZDQ0XkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_UX67_CR0,0,67,98_AL_.jpg"
Monsoon Wedding,2001,14A,"Comedy, Drama, Romance            ",7.4,77,"https://m.media-amazon.com/images/M/MV5BZWMzMDJhMjgtZjk2NS00ZDM4LThmOGMtOTQzYWU3N2Y4Y2M2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg"
Impostor,2001,AA,"Drama, Mystery, Sci-Fi            ",6.2,33,"https://m.media-amazon.com/images/M/MV5BMTQ2NDk5MDgxOF5BMl5BanBnXkFtZTcwMDA2MzMyMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
Knockaround Guys,2001,14A,"Crime, Drama, Thriller            ",6.1,30,"https://m.media-amazon.com/images/M/MV5BMTM0OTA1NzY2Ml5BMl5BanBnXkFtZTYwMDI4NDU3._V1_UX67_CR0,0,67,98_AL_.jpg"
Angel Eyes,2001,14A,"Drama, Romance            ",5.6,39,"https://m.media-amazon.com/images/M/MV5BNDQwNzI2OTY2Ml5BMl5BanBnXkFtZTYwOTI3ODc5._V1_UX67_CR0,0,67,98_AL_.jpg"
Glitter,2001,PG,"Drama, Music, Romance            ",2.2,14,"https://m.media-amazon.com/images/M/MV5BMGJkN2IxNTYtZDE1OS00MWJhLWFhNzItNTZkMjM4OGUzMTE2L2ltYWdlXkEyXkFqcGdeQXVyNTg3MTc4ODY@._V1_UX67_CR0,0,67,98_AL_.jpg"
Down to Earth,2001,PG,"Comedy, Fantasy            ",5.4,32,"https://m.media-amazon.com/images/M/MV5BNzNmODQ5N2QtMzEwMy00MjRmLWE1MzEtZmUyZmQ3ZmIzYmMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg"
Josie and the Pussycats,2001,PG,"Comedy, Music            ",5.4,47,"https://m.media-amazon.com/images/M/MV5BMTk0YzQ5ZTUtODcwZi00MThjLWJhNzItMmI4NDQ1NzI5N2Q2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg"
Sennen joyû,2001,PG,"Animation, Drama, Fantasy            ",7.9,70,"https://m.media-amazon.com/images/M/MV5BZjZhMDE0ZjEtNWM3NS00MDZlLWI5MjQtOTc2OGQ1NjVkNWE0XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY98_CR1,0,67,98_AL_.jpg"
Enigma,2001,PG,"Drama, Mystery, Romance            ",6.4,64,"https://m.media-amazon.com/images/M/MV5BNTI5ODU3N2UtM2QzNS00NjM1LWExNzMtNjgzYWQ5MWNkYTJmXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
Lost and Delirious,2001,18A,"Drama, Romance            ",7.0,53,"https://m.media-amazon.com/images/M/MV5BMjYzMDk0NDEzNl5BMl5BanBnXkFtZTgwNzQzNTcxMTE@._V1_UY98_CR0,0,67,98_AL_.jpg"
Metoroporisu,2001,PG,"Animation, Adventure, Drama            ",7.3,75,"https://m.media-amazon.com/images/M/MV5BYWRkOGM0N2UtMTIyZi00MjA4LTg0NjQtN2RkYTQwMGJlNzFiXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_UY98_CR0,0,67,98_AL_.jpg"
O,2001,18A,"Drama, Romance, Thriller            ",6.1,53,"https://m.media-amazon.com/images/M/MV5BMTg0MzA1ODg5M15BMl5BanBnXkFtZTYwODYxMTU3._V1_UX67_CR0,0,67,98_AL_.jpg"
Lantana,2001,AA,"Drama, Mystery, Romance            ",7.3,84,"https://m.media-amazon.com/images/M/MV5BMTY2MjE5ODU1NF5BMl5BanBnXkFtZTYwMTk3NDk5._V1_UX67_CR0,0,67,98_AL_.jpg"
Tape,2001,14A,Drama            ,7.3,71,"https://m.media-amazon.com/images/M/MV5BNjIwYjFhZGEtZWQwOC00ODU2LWEyMzYtOGNmNTc1OGMzOGZkXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Just Visiting,2001,PG,"Comedy, Fantasy, Sci-Fi            ",5.8,38,"https://m.media-amazon.com/images/M/MV5BMTMxNTA4MTUzNl5BMl5BanBnXkFtZTYwODczODk2._V1_UX67_CR0,0,67,98_AL_.jpg"
Get Over It,2001,PG-13,"Comedy, Romance            ",5.8,52,"https://m.media-amazon.com/images/M/MV5BM2M4OTBmNjQtNjMyNi00YTBjLWJkYjAtNGQ3YzVkNjFmNDZiXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
Tomcats,2001,18A,Comedy            ,5.3,15,"https://m.media-amazon.com/images/M/MV5BMTQ0NzQyMjgwMF5BMl5BanBnXkFtZTYwMTEyMTk2._V1_UX67_CR0,0,67,98_AL_.jpg"
Human Nature,2001,R,"Comedy, Drama            ",6.4,56,"https://m.media-amazon.com/images/M/MV5BM2FiNzM1NzgtYzJmYi00NzRjLWFmYzktMzI1M2FlMWYzYjVhXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg"
Storytelling,2001,18A,"Comedy, Drama, Romance            ",6.9,50,"https://m.media-amazon.com/images/M/MV5BNjYzNGIyNzUtNzAxZi00NzFhLTg3MDktMzljOGVmMDllNDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
La stanza del figlio,2001,R,Drama            ,7.4,73,"https://m.media-amazon.com/images/M/MV5BNTMyMGM5ZTItNmNmYy00MWUwLTk1MTAtMzY0ZTUyMGJiNGVhXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY98_CR0,0,67,98_AL_.jpg"
Made,2001,R,"Comedy, Crime, Drama            ",6.4,62,"https://m.media-amazon.com/images/M/MV5BODU1ZTFjN2EtZmZkYS00MWIzLThlZjEtMzExMGY1ZjIxMGY3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
Iris,2001,AA,"Biography, Drama, Romance            ",7.1,76,"https://m.media-amazon.com/images/M/MV5BNTM1MDQwNmEtZDgzMS00YTdmLWI0MjEtOTJlMDE4ZmU2ZGEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Out Cold,2001,PG-13,"Comedy, Sport            ",6.3,22,"https://m.media-amazon.com/images/M/MV5BMjA4NTczOTE2OF5BMl5BanBnXkFtZTcwNzcyNTQyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg"
Monkeybone,2001,PG-13,"Animation, Comedy, Fantasy            ",4.7,40,"https://m.media-amazon.com/images/M/MV5BZjZiODk2MDMtNjI2OS00MTEzLWFlY2UtMzNhODE5MzNlM2Y0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
Le placard,2001,PG,Comedy            ,7.0,72,"https://m.media-amazon.com/images/M/MV5BMGRmNzFhNWEtYTgxZS00Y2Q2LTg0MjAtMTdlYTFjNjUyMDRhXkEyXkFqcGdeQXVyMjc2NTQ1MTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
Kissing Jessica Stein,2001,18A,"Comedy, Drama, Romance            ",6.6,72,"https://m.media-amazon.com/images/M/MV5BMGZkYWY5NzEtZmYwYi00NGMyLWEyZjAtMjQ4NTZjNzQ3NGMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
